r,a,b,n,s,c,f,m
37,1,24,25,106,1,24,25
37,1,24,25,107,1,24,25
37,1,24,25,109,1,24,25
37,1,27,28,38,1,27,28
37,1,27,28,41,1,27,28
37,1,27,28,43,1,27,28
37,1,27,28,46,1,27,28
37,1,27,28,47,1,27,28
37,1,27,28,53,1,27,28
37,1,27,28,58,1,27,28
37,1,27,28,59,1,27,28
37,1,27,28,61,1,27,28
37,1,27,28,62,1,27,28
37,1,27,28,67,1,27,28
37,1,27,28,71,1,27,28
37,1,27,28,73,1,27,28
37,1,27,28,79,1,27,28
37,1,27,28,82,1,27,28
37,1,27,28,83,1,27,28
37,1,27,28,86,1,27,28
37,1,27,28,89,1,27,28
37,1,27,28,94,1,27,28
37,1,27,28,97,1,27,28
37,1,27,28,101,1,27,28
37,1,27,28,103,1,27,28
37,1,27,28,106,1,27,28
37,1,27,28,107,1,27,28
37,1,27,28,109,1,27,28
37,1,27,28,113,1,27,28
37,1,27,28,118,1,27,28
37,1,32,33,41,1,32,33
37,1,32,33,43,1,32,33
37,1,32,33,47,1,32,33
37,1,32,33,53,1,32,33
37,1,32,33,59,1,32,33
37,1,32,33,61,1,32,33
37,1,32,33,67,1,32,33
37,1,32,33,71,1,32,33
37,1,32,33,73,1,32,33
37,1,32,33,79,1,32,33
37,1,32,33,83,1,32,33
37,1,32,33,89,1,32,33
37,1,35,36,41,1,35,36
37,1,35,36,43,1,35,36
37,1,35,36,47,1,35,36
37,1,35,36,53,1,35,36
37,1,35,36,59,1,35,36
37,1,35,36,61,1,35,36
37,1,35,36,67,1,35,36
37,1,35,36,71,1,35,36
37,1,35,36,73,1,35,36
37,1,35,36,79,1,35,36
37,1,35,36,83,1,35,36
37,1,35,36,89,1,35,36
37,1,35,36,97,1,35,36
37,1,35,36,101,1,35,36
37,1,35,36,103,1,35,36
37,1,35,36,107,1,35,36
37,1,48,49,38,1,48,49
37,1,48,49,41,1,48,49
37,1,48,49,43,1,48,49
37,1,48,49,46,1,48,49
37,1,48,49,47,1,48,49
37,1,48,49,51,1,48,49
37,1,48,49,53,1,48,49
37,1,48,49,57,1,48,49
37,1,48,49,58,1,48,49
37,1,48,49,59,1,48,49
37,1,48,49,61,1,48,49
37,1,48,49,62,1,48,49
37,1,48,49,67,1,48,49
37,1,48,49,69,1,48,49
37,1,48,49,71,1,48,49
37,1,48,49,73,1,48,49
37,1,48,49,79,1,48,49
37,1,48,49,83,1,48,49
37,1,48,49,87,1,48,49
37,1,48,49,89,1,48,49
37,1,48,49,93,1,48,49
37,1,48,49,97,1,48,49
37,1,48,49,101,1,48,49
37,1,49,50,41,1,49,50
37,1,49,50,43,1,49,50
37,1,49,50,47,1,49,50
37,1,49,50,53,1,49,50
37,1,49,50,59,1,49,50
37,1,49,50,61,1,49,50
37,1,49,50,67,1,49,50
37,1,49,50,71,1,49,50
37,1,49,50,73,1,49,50
37,1,63,64,38,1,63,64
37,1,63,64,41,1,63,64
37,1,63,64,43,1,63,64
37,1,63,64,46,1,63,64
37,1,63,64,47,1,63,64
37,1,63,64,51,1,63,64
37,1,63,64,53,1,63,64
37,1,63,64,57,1,63,64
37,1,63,64,58,1,63,64
37,1,63,64,59,1,63,64
37,1,63,64,61,1,63,64
37,1,63,64,62,1,63,64
37,1,63,64,67,1,63,64
37,1,63,64,68,1,63,64
37,1,63,64,69,1,63,64
37,1,63,64,71,1,63,64
37,1,63,64,73,1,63,64
37,1,63,64,76,1,63,64
37,1,63,64,79,1,63,64
37,1,63,64,82,1,63,64
37,1,63,64,83,1,63,64
37,1,63,64,85,1,63,64
37,1,63,64,86,1,63,64
37,1,63,64,89,1,63,64
37,1,63,64,92,1,63,64
37,1,63,64,94,1,63,64
37,1,63,64,95,1,63,64
37,1,63,64,97,1,63,64
37,1,63,64,101,1,63,64
37,1,63,64,103,1,63,64
37,1,63,64,106,1,63,64
37,1,63,64,107,1,63,64
37,1,63,64,109,1,63,64
37,1,63,64,113,1,63,64
37,1,63,64,115,1,63,64
37,1,63,64,118,1,63,64
37,1,63,64,122,1,63,64
37,1,63,64,127,1,63,64
37,1,63,64,131,1,63,64
37,1,80,81,38,1,80,81
37,1,80,81,39,1,80,81
37,1,80,81,41,1,80,81
37,1,80,81,43,1,80,81
37,1,80,81,46,1,80,81
37,1,80,81,47,1,80,81
37,1,80,81,51,1,80,81
37,1,80,81,52,1,80,81
37,1,80,81,53,1,80,81
37,1,80,81,57,1,80,81
37,1,80,81,58,1,80,81
37,1,80,81,59,1,80,81
37,1,80,81,61,1,80,81
37,1,80,81,62,1,80,81
37,1,80,81,65,1,80,81
37,1,80,81,67,1,80,81
37,1,80,81,68,1,80,81
37,1,80,81,69,1,80,81
37,1,80,81,71,1,80,81
37,1,80,81,73,1,80,81
37,1,80,81,78,1,80,81
37,1,80,81,79,1,80,81
37,1,80,81,82,1,80,81
37,1,80,81,83,1,80,81
37,1,80,81,85,1,80,81
37,1,80,81,86,1,80,81
37,1,80,81,87,1,80,81
37,1,80,81,89,1,80,81
37,1,80,81,91,1,80,81
37,1,80,81,92,1,80,81
37,1,80,81,93,1,80,81
37,1,80,81,94,1,80,81
37,1,80,81,97,1,80,81
37,1,80,81,101,1,80,81
37,1,80,81,102,1,80,81
37,1,80,81,103,1,80,81
37,1,80,81,106,1,80,81
37,1,80,81,107,1,80,81
37,1,80,81,109,1,80,81
37,1,80,81,113,1,80,81
37,1,80,81,116,1,80,81
37,1,80,81,118,1,80,81
37,1,80,81,119,1,80,81
37,1,80,81,122,1,80,81
37,1,80,81,124,1,80,81
37,1,125,126,41,1,125,126
37,1,125,126,43,1,125,126
37,1,125,126,47,1,125,126
37,1,125,126,53,1,125,126
37,1,125,126,59,1,125,126
37,1,125,126,61,1,125,126
37,1,125,126,62,1,125,126
37,1,125,126,67,1,125,126
37,1,125,126,71,1,125,126
37,1,125,126,73,1,125,126
37,1,125,126,79,1,125,126
37,1,125,126,82,1,125,126
37,1,125,126,83,1,125,126
37,1,125,126,86,1,125,126
37,1,125,126,89,1,125,126
37,1,125,126,93,1,125,126
37,1,125,126,94,1,125,126
37,1,125,126,97,1,125,126
37,1,125,126,101,1,125,126
37,1,125,126,103,1,125,126
37,1,125,126,106,1,125,126
37,1,125,126,107,1,125,126
37,1,125,126,109,1,125,126
37,1,125,126,113,1,125,126
37,1,125,126,118,1,125,126
37,1,125,126,122,1,125,126
37,1,125,126,124,1,125,126
37,1,224,225,41,1,224,225
37,1,224,225,43,1,224,225
37,1,224,225,47,1,224,225
37,1,224,225,53,1,224,225
37,1,224,225,59,1,224,225
37,1,224,225,61,1,224,225
37,1,224,225,62,1,224,225
37,1,224,225,67,1,224,225
37,1,224,225,71,1,224,225
37,1,224,225,73,1,224,225
37,1,224,225,79,1,224,225
37,1,224,225,82,1,224,225
37,1,224,225,83,1,224,225
37,1,224,225,86,1,224,225
37,1,224,225,89,1,224,225
37,1,224,225,93,1,224,225
37,1,224,225,94,1,224,225
37,1,224,225,97,1,224,225
37,1,224,225,101,1,224,225
37,1,224,225,103,1,224,225
37,1,224,225,107,1,224,225
37,1,224,225,109,1,224,225
37,1,224,225,113,1,224,225
37,1,242,243,41,1,242,243
37,1,242,243,43,1,242,243
37,1,242,243,47,1,242,243
37,1,242,243,53,1,242,243
37,1,242,243,58,1,242,243
37,1,242,243,59,1,242,243
37,1,242,243,61,1,242,243
37,1,242,243,62,1,242,243
37,1,242,243,67,1,242,243
37,1,242,243,71,1,242,243
37,1,242,243,73,1,242,243
37,1,242,243,79,1,242,243
37,1,242,243,82,1,242,243
37,1,242,243,83,1,242,243
37,1,242,243,86,1,242,243
37,1,242,243,87,1,242,243
37,1,242,243,89,1,242,243
37,1,242,243,93,1,242,243
37,1,242,243,94,1,242,243
37,1,242,243,97,1,242,243
37,1,242,243,101,1,242,243
37,1,242,243,103,1,242,243
37,1,242,243,106,1,242,243
37,1,242,243,107,1,242,243
37,1,242,243,109,1,242,243
37,1,242,243,113,1,242,243
37,1,242,243,118,1,242,243
37,1,242,243,122,1,242,243
37,1,288,289,41,1,288,289
37,1,288,289,43,1,288,289
37,1,288,289,47,1,288,289
37,1,288,289,53,1,288,289
37,1,288,289,59,1,288,289
37,1,288,289,61,1,288,289
37,1,288,289,67,1,288,289
37,1,288,289,71,1,288,289
37,1,288,289,73,1,288,289
37,1,288,289,79,1,288,289
37,1,288,289,82,1,288,289
37,1,288,289,83,1,288,289
37,1,288,289,86,1,288,289
37,1,288,289,89,1,288,289
37,1,288,289,94,1,288,289
37,1,288,289,97,1,288,289
37,1,288,289,101,1,288,289
37,1,288,289,103,1,288,289
37,1,288,289,106,1,288,289
37,1,288,289,107,1,288,289
37,1,288,289,109,1,288,289
37,1,288,289,113,1,288,289
37,1,288,289,118,1,288,289
37,1,288,289,122,1,288,289
37,1,288,289,127,1,288,289
37,1,288,289,131,1,288,289
37,1,2400,2401,41,1,2400,2401
37,1,2400,2401,43,1,2400,2401
37,1,2400,2401,47,1,2400,2401
37,1,2400,2401,53,1,2400,2401
37,1,2400,2401,59,1,2400,2401
37,1,2400,2401,61,1,2400,2401
37,1,2400,2401,67,1,2400,2401
37,1,2400,2401,71,1,2400,2401
37,1,2400,2401,73,1,2400,2401
37,1,2400,2401,79,1,2400,2401
37,1,2400,2401,83,1,2400,2401
37,1,4374,4375,43,1,4374,4375
37,1,4374,4375,47,1,4374,4375
37,1,4374,4375,73,1,4374,4375
37,1,4374,4375,79,1,4374,4375
37,32,49,81,38,32,49,81
37,32,49,81,41,32,49,81
37,32,49,81,43,32,49,81
37,32,49,81,47,32,49,81
37,64,125,189,41,64,125,189
37,169,343,512,41,169,343,512
38,1,24,25,41,1,24,25
38,1,24,25,43,1,24,25
38,1,24,25,47,1,24,25
38,1,24,25,53,1,24,25
38,1,24,25,59,1,24,25
38,1,24,25,61,1,24,25
38,1,24,25,67,1,24,25
38,1,24,25,71,1,24,25
38,1,24,25,73,1,24,25
38,1,24,25,79,1,24,25
38,1,24,25,83,1,24,25
38,1,24,25,89,1,24,25
38,1,24,25,97,1,24,25
38,1,24,25,101,1,24,25
38,1,24,25,103,1,24,25
38,1,24,25,107,1,24,25
38,1,24,25,109,1,24,25
38,1,27,28,41,1,27,28
38,1,27,28,43,1,27,28
38,1,27,28,47,1,27,28
38,1,27,28,53,1,27,28
38,1,27,28,59,1,27,28
38,1,27,28,61,1,27,28
38,1,27,28,67,1,27,28
38,1,27,28,71,1,27,28
38,1,27,28,73,1,27,28
38,1,27,28,79,1,27,28
38,1,27,28,83,1,27,28
38,1,27,28,89,1,27,28
38,1,27,28,97,1,27,28
38,1,27,28,101,1,27,28
38,1,27,28,103,1,27,28
38,1,27,28,107,1,27,28
38,1,27,28,109,1,27,28
38,1,27,28,113,1,27,28
38,1,48,49,41,1,48,49
38,1,48,49,43,1,48,49
38,1,48,49,47,1,48,49
38,1,48,49,53,1,48,49
38,1,48,49,59,1,48,49
38,1,48,49,61,1,48,49
38,1,48,49,67,1,48,49
38,1,63,64,41,1,63,64
38,1,63,64,43,1,63,64
38,1,63,64,47,1,63,64
38,1,63,64,53,1,63,64
38,1,63,64,59,1,63,64
38,1,63,64,61,1,63,64
38,1,63,64,67,1,63,64
38,1,63,64,71,1,63,64
38,1,63,64,73,1,63,64
38,1,63,64,79,1,63,64
38,1,63,64,83,1,63,64
38,1,63,64,89,1,63,64
38,1,63,64,97,1,63,64
38,1,63,64,101,1,63,64
38,1,63,64,103,1,63,64
38,1,80,81,39,1,80,81
38,1,80,81,41,1,80,81
38,1,80,81,43,1,80,81
38,1,80,81,47,1,80,81
38,1,80,81,51,1,80,81
38,1,80,81,53,1,80,81
38,1,80,81,59,1,80,81
38,1,80,81,61,1,80,81
38,1,80,81,67,1,80,81
38,1,80,81,69,1,80,81
38,1,80,81,71,1,80,81
38,1,80,81,73,1,80,81
38,1,80,81,79,1,80,81
38,1,80,81,83,1,80,81
38,1,80,81,87,1,80,81
38,1,80,81,89,1,80,81
38,1,80,81,93,1,80,81
38,1,80,81,97,1,80,81
38,1,80,81,101,1,80,81
38,1,80,81,103,1,80,81
38,1,2400,2401,43,1,2400,2401
38,1,2400,2401,47,1,2400,2401
38,1,2400,2401,53,1,2400,2401
38,1,2400,2401,59,1,2400,2401
38,1,2400,2401,61,1,2400,2401
38,1,2400,2401,67,1,2400,2401
38,1,2400,2401,71,1,2400,2401
38,1,2400,2401,73,1,2400,2401
38,1,2400,2401,79,1,2400,2401
38,1,2400,2401,83,1,2400,2401
38,1,4374,4375,43,1,4374,4375
38,1,4374,4375,47,1,4374,4375
38,1,4374,4375,73,1,4374,4375
38,1,4374,4375,79,1,4374,4375
38,1,4374,4375,83,1,4374,4375
38,32,49,81,41,32,49,81
39,1,80,81,41,1,80,81
39,1,80,81,43,1,80,81
39,1,80,81,46,1,80,81
39,1,80,81,47,1,80,81
39,1,80,81,53,1,80,81
39,1,80,81,58,1,80,81
39,1,80,81,59,1,80,81
39,1,80,81,61,1,80,81
39,1,80,81,62,1,80,81
39,1,80,81,67,1,80,81
39,1,80,81,71,1,80,81
39,1,80,81,73,1,80,81
39,1,80,81,74,1,80,81
39,1,80,81,79,1,80,81
39,1,80,81,82,1,80,81
39,1,80,81,83,1,80,81
39,1,80,81,86,1,80,81
39,1,80,81,89,1,80,81
39,1,80,81,94,1,80,81
39,1,80,81,97,1,80,81
39,1,80,81,101,1,80,81
39,1,80,81,103,1,80,81
39,1,2400,2401,43,1,2400,2401
39,1,2400,2401,47,1,2400,2401
39,1,2400,2401,53,1,2400,2401
39,1,2400,2401,59,1,2400,2401
39,1,2400,2401,61,1,2400,2401
39,1,2400,2401,67,1,2400,2401
39,1,2400,2401,71,1,2400,2401
39,1,2400,2401,73,1,2400,2401
39,1,2400,2401,79,1,2400,2401
39,1,2400,2401,83,1,2400,2401
39,1,2400,2401,89,1,2400,2401
39,1,4374,4375,43,1,4374,4375
39,1,4374,4375,47,1,4374,4375
39,1,4374,4375,73,1,4374,4375
39,1,4374,4375,79,1,4374,4375
39,1,4374,4375,83,1,4374,4375
40,1,2400,2401,43,1,2400,2401
40,1,2400,2401,47,1,2400,2401
40,1,2400,2401,53,1,2400,2401
40,1,2400,2401,59,1,2400,2401
40,1,2400,2401,61,1,2400,2401
40,1,2400,2401,67,1,2400,2401
40,1,2400,2401,71,1,2400,2401
40,1,2400,2401,73,1,2400,2401
40,1,2400,2401,79,1,2400,2401
40,1,2400,2401,83,1,2400,2401
40,1,2400,2401,89,1,2400,2401
40,1,4374,4375,43,1,4374,4375
40,1,4374,4375,47,1,4374,4375
40,1,4374,4375,71,1,4374,4375
40,1,4374,4375,73,1,4374,4375
40,1,4374,4375,79,1,4374,4375
40,1,4374,4375,83,1,4374,4375
40,1,4374,4375,89,1,4374,4375
41,1,8,9,43,1,8,9
41,1,8,9,47,1,8,9
41,1,8,9,49,1,8,9
41,1,8,9,53,1,8,9
41,1,8,9,59,1,8,9
41,1,8,9,61,1,8,9
41,1,15,16,43,1,15,16
41,1,15,16,47,1,15,16
41,1,15,16,53,1,15,16
41,1,15,16,59,1,15,16
41,1,15,16,61,1,15,16
41,1,15,16,67,1,15,16
41,1,15,16,71,1,15,16
41,1,15,16,73,1,15,16
41,1,15,16,79,1,15,16
41,1,15,16,83,1,15,16
41,1,24,25,43,1,24,25
41,1,24,25,46,1,24,25
41,1,24,25,47,1,24,25
41,1,24,25,53,1,24,25
41,1,24,25,58,1,24,25
41,1,24,25,59,1,24,25
41,1,24,25,61,1,24,25
41,1,24,25,62,1,24,25
41,1,24,25,67,1,24,25
41,1,24,25,71,1,24,25
41,1,24,25,73,1,24,25
41,1,24,25,74,1,24,25
41,1,24,25,79,1,24,25
41,1,24,25,83,1,24,25
41,1,24,25,86,1,24,25
41,1,24,25,89,1,24,25
41,1,24,25,94,1,24,25
41,1,24,25,97,1,24,25
41,1,24,25,101,1,24,25
41,1,24,25,103,1,24,25
41,1,24,25,106,1,24,25
41,1,24,25,107,1,24,25
41,1,24,25,109,1,24,25
41,1,27,28,43,1,27,28
41,1,27,28,46,1,27,28
41,1,27,28,47,1,27,28
41,1,27,28,53,1,27,28
41,1,27,28,58,1,27,28
41,1,27,28,59,1,27,28
41,1,27,28,61,1,27,28
41,1,27,28,62,1,27,28
41,1,27,28,67,1,27,28
41,1,27,28,71,1,27,28
41,1,27,28,73,1,27,28
41,1,27,28,74,1,27,28
41,1,27,28,79,1,27,28
41,1,27,28,83,1,27,28
41,1,27,28,86,1,27,28
41,1,27,28,89,1,27,28
41,1,27,28,94,1,27,28
41,1,27,28,97,1,27,28
41,1,27,28,101,1,27,28
41,1,27,28,103,1,27,28
41,1,27,28,106,1,27,28
41,1,27,28,107,1,27,28
41,1,27,28,109,1,27,28
41,1,27,28,113,1,27,28
41,1,27,28,118,1,27,28
41,1,32,33,43,1,32,33
41,1,32,33,47,1,32,33
41,1,32,33,53,1,32,33
41,1,32,33,59,1,32,33
41,1,32,33,61,1,32,33
41,1,32,33,67,1,32,33
41,1,32,33,71,1,32,33
41,1,32,33,73,1,32,33
41,1,32,33,79,1,32,33
41,1,32,33,83,1,32,33
41,1,32,33,89,1,32,33
41,1,35,36,43,1,35,36
41,1,35,36,47,1,35,36
41,1,35,36,53,1,35,36
41,1,35,36,59,1,35,36
41,1,35,36,61,1,35,36
41,1,35,36,67,1,35,36
41,1,35,36,71,1,35,36
41,1,35,36,73,1,35,36
41,1,35,36,79,1,35,36
41,1,35,36,83,1,35,36
41,1,35,36,89,1,35,36
41,1,35,36,97,1,35,36
41,1,35,36,101,1,35,36
41,1,35,36,103,1,35,36
41,1,35,36,107,1,35,36
41,1,48,49,43,1,48,49
41,1,48,49,46,1,48,49
41,1,48,49,47,1,48,49
41,1,48,49,51,1,48,49
41,1,48,49,53,1,48,49
41,1,48,49,57,1,48,49
41,1,48,49,58,1,48,49
41,1,48,49,59,1,48,49
41,1,48,49,61,1,48,49
41,1,48,49,62,1,48,49
41,1,48,49,67,1,48,49
41,1,48,49,69,1,48,49
41,1,48,49,71,1,48,49
41,1,48,49,73,1,48,49
41,1,48,49,79,1,48,49
41,1,48,49,83,1,48,49
41,1,48,49,87,1,48,49
41,1,48,49,89,1,48,49
41,1,48,49,93,1,48,49
41,1,48,49,97,1,48,49
41,1,48,49,101,1,48,49
41,1,49,50,43,1,49,50
41,1,49,50,47,1,49,50
41,1,49,50,53,1,49,50
41,1,49,50,59,1,49,50
41,1,49,50,61,1,49,50
41,1,49,50,67,1,49,50
41,1,49,50,71,1,49,50
