U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
4,832,8,0,0,8,4,208,1024,5,1029
4,832,16,0,0,16,4,208,1024,5,1029
4,832,40,0,0,4,4,208,416,25,441
4,832,64,0,0,128,64,13,80,1,81
4,832,832,0,0,64,64,13,12,13,25
4,836,4,0,0,4,2,418,1024,5,1029
4,836,8,0,0,8,2,418,1024,5,1029
4,836,12,0,0,2,2,418,512,27,539
4,836,12,0,0,2,2,418,616,9,625
4,836,28,0,0,2,2,418,3200,49,3249
4,836,44,0,0,88,44,19,48,1,49
4,836,220,0,0,2,2,418,128,385,513
4,836,396,0,0,2,2,418,2432,693,3125
4,836,836,0,0,44,44,19,324,19,343
4,837,9,0,0,9,9,93,124,1,125
4,838,2,0,0,2,1,838,1024,5,1029
4,838,4,0,0,4,1,838,1024,5,1029
4,838,490,0,0,1,1,838,32,1225,1257
4,840,2,0,0,2,1,840,1024,5,1029
4,840,4,0,0,4,1,840,1024,5,1029
4,840,4,0,0,4,2,420,1024,5,1029
4,840,6,0,0,6,3,280,1024,5,1029
4,840,8,0,0,4,4,210,1696,5,1701
4,840,8,0,0,4,4,210,2592,5,2597
4,840,8,0,0,8,2,420,1024,5,1029
4,840,8,0,0,8,4,210,1024,5,1029
4,840,8,0,0,8,8,105,1024,5,1029
4,840,10,0,0,10,5,168,1024,5,1029
4,840,12,0,0,12,3,280,1024,5,1029
4,840,16,0,0,8,4,210,1696,5,1701
4,840,16,0,0,16,4,210,1024,5,1029
4,840,24,0,0,12,12,70,128,7,135
4,840,30,0,0,5,5,168,280,9,289
4,840,36,0,0,2,2,420,1688,27,1715
4,840,40,0,0,80,40,21,48,1,49
4,840,42,0,0,21,21,40,128,7,135
4,840,48,0,0,24,12,70,128,7,135
4,840,56,0,0,112,56,15,80,1,81
4,840,60,0,0,30,30,28,128,7,135
4,840,84,0,0,42,21,40,128,7,135
4,840,120,0,0,20,20,42,512,27,539
4,840,120,0,0,60,30,28,128,7,135
4,840,126,0,0,21,21,40,40,9,49
4,840,180,0,0,30,30,28,40,9,49
4,840,540,0,0,30,30,28,8,27,35
4,843,1,0,0,1,1,843,1124,1,1125
4,843,1,0,0,1,1,843,1404,1,1405
4,843,729,0,0,1,1,843,676,729,1405
4,845,65,0,0,130,65,13,80,1,81
4,845,845,0,0,65,65,13,12,13,25
4,850,10,0,0,20,10,85,144,1,145
4,850,34,0,0,68,34,25,80,1,81
4,850,50,0,0,40,10,85,256,5,261
4,850,90,0,0,10,10,85,116,9,125
4,850,170,0,0,10,10,85,108,17,125
4,850,270,0,0,10,10,85,64,81,145
4,850,750,0,0,10,10,85,64,225,289
4,852,284,0,0,4,4,213,172,71,243
4,854,2,0,0,2,2,427,2196,1,2197
4,854,486,0,0,2,2,427,64,729,793
4,855,3,0,0,3,3,285,1024,5,1029
4,855,3,0,0,6,3,285,1680,1,1681
4,855,9,0,0,3,3,285,1216,9,1225
4,855,19,0,0,38,19,45,80,1,81
4,855,27,0,0,3,3,285,448,27,475
4,855,27,0,0,3,3,285,3116,9,3125
4,855,45,0,0,90,45,19,48,1,49
4,855,57,0,0,3,3,285,324,19,343
4,855,57,0,0,6,3,285,656,19,675
4,855,57,0,0,114,57,15,80,1,81
4,855,81,0,0,3,3,285,1600,81,1681
4,855,81,0,0,3,3,285,2500,27,2527
4,855,123,0,0,3,3,285,1764,41,1805
4,855,399,0,0,3,3,285,492,133,625
4,855,729,0,0,3,3,285,100,243,343
4,855,855,0,0,45,45,19,324,19,343
4,858,26,0,0,2,1,858,1024,65,1089
4,858,26,0,0,26,26,33,44,1,45
4,858,26,0,0,52,26,33,48,1,49
4,858,26,0,0,52,26,33,80,1,81
4,858,52,0,0,4,1,858,1024,65,1089
4,858,66,0,0,132,66,13,80,1,81
4,858,130,0,0,26,26,33,44,5,49
4,858,162,0,0,1,1,858,8192,1053,9245
4,858,546,0,0,26,26,33,100,21,121
4,858,702,0,0,26,26,33,28,27,55
4,858,750,0,0,6,6,143,44,125,169
4,858,858,0,0,11,11,78,8,117,125
4,858,858,0,0,52,26,33,16,33,49
4,858,858,0,0,66,66,13,12,13,25
4,860,20,0,0,40,20,43,80,1,81
4,861,41,0,0,82,41,21,48,1,49
4,861,189,0,0,7,7,123,1600,81,1681
4,864,80,0,0,8,8,108,96,25,121
4,864,432,0,0,8,8,108,40,81,121
4,865,25,0,0,1,1,865,2916,25,2941
4,867,81,0,0,1,1,867,1088,243,1331
4,868,2,0,0,2,1,868,1024,5,1029
4,868,4,0,0,4,1,868,1024,5,1029
4,868,14,0,0,1,1,868,864,35,899
4,868,28,0,0,2,1,868,864,35,899
4,868,62,0,0,31,31,28,128,7,135
4,868,124,0,0,62,31,28,128,7,135
4,868,186,0,0,31,31,28,40,9,49
4,868,250,0,0,1,1,868,6944,625,7569
4,868,270,0,0,1,1,868,224,675,899
4,868,372,0,0,4,4,217,64,279,343
4,868,486,0,0,1,1,868,232,729,961
4,868,558,0,0,31,31,28,8,27,35
4,870,2,0,0,4,2,435,2000,1,2001
4,870,6,0,0,6,6,145,1024,5,1029
4,870,30,0,0,24,6,145,256,5,261
4,870,46,0,0,2,2,435,2500,23,2523
4,870,58,0,0,2,2,435,500,29,529
4,870,58,0,0,116,58,15,80,1,81
4,870,174,0,0,6,6,145,196,29,225
4,870,174,0,0,6,6,145,700,29,729
4,870,290,0,0,4,2,435,368,145,513
4,871,67,0,0,134,67,13,80,1,81
4,871,871,0,0,67,67,13,12,13,25
4,873,1,0,0,1,1,873,1024,5,1029
4,873,97,0,0,4,1,873,2304,97,2401
4,874,46,0,0,92,46,19,48,1,49
4,874,874,0,0,46,46,19,324,19,343
4,875,5,0,0,5,5,175,1024,5,1029
4,875,5,0,0,10,5,175,944,1,945
4,875,35,0,0,5,5,175,236,7,243
4,875,35,0,0,70,35,25,80,1,81
4,875,45,0,0,5,5,175,236,9,245
4,875,295,0,0,5,5,175,448,177,625
4,876,12,0,0,24,12,73,80,1,81
4,876,500,0,0,2,2,438,32,625,657
4,880,2,0,0,2,1,880,1024,5,1029
4,880,4,0,0,4,1,880,1024,5,1029
4,880,16,0,0,32,16,55,80,1,81
4,880,44,0,0,22,22,40,128,7,135
4,880,80,0,0,16,16,55,76,5,81
4,880,88,0,0,44,22,40,128,7,135
4,880,100,0,0,10,10,88,96,25,121
4,880,132,0,0,22,22,40,40,9,49
4,880,304,0,0,16,16,55,64,57,121
4,880,540,0,0,10,10,88,40,81,121
4,880,600,0,0,4,4,220,32,375,407
4,880,720,0,0,16,16,55,76,45,121
4,882,6,0,0,1,1,882,2176,21,2197
4,882,12,0,0,2,1,882,2176,21,2197
4,882,14,0,0,14,14,63,324,1,325
4,882,14,0,0,14,14,63,1024,5,1029
4,882,14,0,0,28,14,63,80,1,81
4,882,14,0,0,28,14,63,624,1,625
4,882,42,0,0,84,42,21,48,1,49
4,882,98,0,0,14,14,63,500,7,507
4,882,126,0,0,14,14,63,64,27,91
4,882,126,0,0,21,21,42,512,27,539
4,882,490,0,0,14,14,63,64,105,169
4,884,52,0,0,2,2,442,512,117,629
4,884,68,0,0,136,68,13,80,1,81
4,884,104,0,0,4,2,442,512,117,629
4,884,208,0,0,8,2,442,512,117,629
4,884,884,0,0,68,68,13,12,13,25
4,885,59,0,0,118,59,15,80,1,81
4,891,3,0,0,6,3,297,528,1,529
4,891,27,0,0,27,27,33,44,1,45
4,891,27,0,0,54,27,33,48,1,49
4,891,27,0,0,54,27,33,80,1,81
4,891,69,0,0,3,3,297,484,23,507
4,891,135,0,0,27,27,33,44,5,49
4,891,243,0,0,3,3,297,2116,81,2197
4,891,567,0,0,27,27,33,100,21,121
4,891,729,0,0,27,27,33,28,27,55
4,891,891,0,0,54,27,33,16,33,49
4,892,892,0,0,4,4,223,20,223,243
4,893,47,0,0,94,47,19,48,1,49
4,893,893,0,0,47,47,19,324,19,343
4,895,27,0,0,1,1,895,2300,27,2327
4,895,81,0,0,1,1,895,2116,81,2197
4,896,4,0,0,4,2,448,1024,5,1029
4,896,8,0,0,8,2,448,1024,5,1029
4,896,64,0,0,32,32,28,128,7,135
4,896,128,0,0,64,32,28,128,7,135
4,896,192,0,0,32,32,28,40,9,49
4,896,576,0,0,32,32,28,8,27,35
4,897,69,0,0,138,69,13,80,1,81
4,897,81,0,0,1,1,897,2116,81,2197
4,897,299,0,0,1,1,897,64,897,961
4,897,897,0,0,69,69,13,12,13,25
4,900,10,0,0,10,5,180,1024,5,1029
4,900,12,0,0,12,12,75,1024,5,1029
4,900,12,0,0,24,12,75,80,1,81
4,900,20,0,0,40,20,45,80,1,81
4,900,36,0,0,12,12,75,1372,3,1375
4,900,36,0,0,72,36,25,80,1,81
4,900,50,0,0,5,5,180,416,25,441
4,900,60,0,0,120,60,15,80,1,81
4,900,100,0,0,10,5,180,416,25,441
4,900,162,0,0,3,3,300,512,243,755
4,900,250,0,0,1,1,900,1056,625,1681
4,900,252,0,0,12,12,75,100,21,121
4,901,477,0,0,1,1,901,1372,477,1849
4,903,1,0,0,1,1,903,1024,5,1029
4,903,21,0,0,42,21,43,80,1,81
4,903,43,0,0,4,1,903,1280,43,1323
4,903,43,0,0,86,43,21,48,1,49
4,903,181,0,0,1,1,903,980,181,1161
4,903,387,0,0,1,1,903,64,1161,1225
4,906,2,0,0,2,2,453,1024,5,1029
4,906,2,0,0,4,2,453,624,1,625
4,906,14,0,0,2,2,453,500,7,507
4,906,42,0,0,2,2,453,604,21,625
4,906,150,0,0,2,2,453,832,225,1057
4,906,250,0,0,2,2,453,604,125,729
4,906,686,0,0,2,2,453,1620,343,1963
4,909,3,0,0,3,3,303,404,1,405
4,910,2,0,0,2,1,910,1024,5,1029
4,910,4,0,0,4,1,910,1024,5,1029
4,910,14,0,0,1,1,910,3200,49,3249
4,910,26,0,0,13,13,70,128,7,135
4,910,28,0,0,2,1,910,3200,49,3249
4,910,52,0,0,26,13,70,128,7,135
4,910,182,0,0,1,1,910,8192,1183,9375
4,910,182,0,0,14,7,130,1024,65,1089
4,910,378,0,0,7,7,130,88,81,169
4,910,486,0,0,1,1,910,1000,729,1729
4,910,630,0,0,7,7,130,8,135,143
4,910,798,0,0,1,1,910,1000,1197,2197
4,910,910,0,0,70,70,13,12,13,25
4,912,48,0,0,96,48,19,48,1,49
4,912,648,0,0,4,4,228,32,405,437
4,912,912,0,0,48,48,19,324,19,343
4,913,61,0,0,1,1,913,14580,61,14641
4,914,914,0,0,4,2,457,272,457,729
4,915,1,0,0,1,1,915,1024,5,1029
4,915,1,0,0,4,1,915,1280,1,1281
4,915,61,0,0,122,61,15,80,1,81
4,915,305,0,0,2,1,915,2096,305,2401
4,915,393,0,0,1,1,915,1024,1965,2989
4,918,18,0,0,3,3,306,512,27,539
4,918,36,0,0,6,3,306,512,27,539
4,918,72,0,0,12,3,306,512,27,539
4,918,162,0,0,6,6,153,500,27,527
4,918,450,0,0,6,6,153,64,225,289
4,920,4,0,0,2,2,460,4232,3,4235
4,920,4,0,0,4,2,460,1024,5,1029
4,920,8,0,0,8,2,460,1024,5,1029
4,920,8,0,0,8,8,115,324,1,325
4,920,8,0,0,16,8,115,624,1,625
4,920,12,0,0,2,2,460,512,27,539
4,920,12,0,0,2,2,460,616,9,625
4,920,28,0,0,2,2,460,512,63,575
4,920,46,0,0,23,23,40,128,7,135
4,920,92,0,0,46,23,40,128,7,135
4,920,138,0,0,23,23,40,40,9,49
4,920,552,0,0,8,8,115,100,69,169
4,920,588,0,0,2,2,460,88,441,529
4,920,588,0,0,2,2,460,184,441,625
4,920,648,0,0,8,8,115,2116,81,2197
4,920,756,0,0,2,2,460,8,567,575
4,922,882,0,0,1,1,922,8,1323,1331
