U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
2,35035,1,0,0,1,1,35035,314874,1,314875
2,35035,1,0,0,2,1,35035,336140,1,336141
2,35035,1,0,0,4,1,35035,194480,1,194481
2,35035,25,0,0,1,1,35035,104882,25,104907
2,35035,27,0,0,1,1,35035,52360,81,52441
2,35035,81,0,0,1,1,35035,1288408,243,1288651
2,35035,243,0,0,1,1,35035,1398760,729,1399489
2,35035,507,0,0,1,1,35035,289000,1521,290521
2,35035,1145,0,0,1,1,35035,73216,10305,83521
2,35035,1331,0,0,1,1,35035,971074,1331,972405
2,35035,1625,0,0,1,1,35035,131072,27625,158697
2,35035,2197,0,0,1,1,35035,69938,2197,72135
2,35035,3159,0,0,1,1,35035,29312,22113,51425
2,35035,3375,0,0,1,1,35035,56056,10125,66181
2,35035,5725,0,0,1,1,35035,57344,74425,131769
2,35035,5929,0,0,1,1,35035,31250,5929,37179
2,35035,6183,0,0,1,1,35035,17576,18549,36125
2,35035,11221,0,0,1,1,35035,31250,11221,42471
2,35035,11679,0,0,1,1,35035,14336,128469,142805
2,35035,15147,0,0,1,1,35035,7000,45441,52441
2,35035,19683,0,0,1,1,35035,134456,59049,193505
2,35035,19773,0,0,1,1,35035,12800,177957,190757
2,35035,20825,0,0,1,1,35035,279936,145775,425711
2,35035,24057,0,0,1,1,35035,39304,72171,111475
2,35035,26325,0,0,1,1,35035,20152,78975,99127
2,35035,26411,0,0,1,1,35035,51714,26411,78125
2,35035,28431,0,0,1,1,35035,24010,28431,52441
2,35035,28875,0,0,1,1,35035,9826,28875,38701
2,35055,6561,0,0,1,1,35055,156250,6561,162811
2,35061,27,0,0,1,1,35061,520936,81,521017
2,35068,17534,0,0,2,1,35068,43008,96437,139445
2,35068,35068,0,0,4,1,35068,43008,96437,139445
2,35131,1,0,0,4,1,35131,117648,1,117649
2,35143,3125,0,0,1,1,35143,34506,3125,37631
2,35143,8875,0,0,1,1,35143,87846,8875,96721
2,35143,19683,0,0,1,1,35143,44162,19683,63845
2,35145,1,0,0,2,1,35145,94500,1,94501
2,35203,49,0,0,1,1,35203,54784,441,55225
2,35205,11735,0,0,1,1,35205,11552,58675,70227
2,35215,15625,0,0,1,1,35215,63882,15625,79507
2,35245,1,0,0,4,1,35245,41552,1,41553
2,35245,243,0,0,1,1,35245,287282,243,287525
2,35245,675,0,0,1,1,35245,46208,4725,50933
2,35245,1225,0,0,1,1,35245,135594,1225,136819
2,35245,7959,0,0,1,1,35245,125000,23877,148877
2,35245,19133,0,0,1,1,35245,32,95665,95697
2,35245,19683,0,0,1,1,35245,31250,19683,50933
2,35245,23625,0,0,1,1,35245,30752,118125,148877
2,35275,20655,0,0,1,1,35275,468512,103275,571787
2,35283,1,0,0,1,1,35283,451250,1,451251
2,35293,35293,0,0,4,1,35293,50000,35293,85293
2,35295,6591,0,0,1,1,35295,8192,85683,93875
2,35295,19683,0,0,1,1,35295,5408,98415,103823
2,35341,289,0,0,1,1,35341,235298,289,235587
2,35343,875,0,0,1,1,35343,114048,6125,120173
2,35343,5929,0,0,1,1,35343,31250,5929,37179
2,35371,31213,0,0,1,1,35371,53138,31213,84351
2,35383,343,0,0,1,1,35383,388224,2401,390625
