U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
2,37023,11907,0,0,1,1,37023,25000,35721,60721
2,37023,26875,0,0,1,1,37023,90774,26875,117649
2,37035,343,0,0,1,1,37035,406250,343,406593
2,37035,1369,0,0,1,1,37035,83006,1369,84375
2,37035,2401,0,0,1,1,37035,32768,36015,68783
2,37035,10989,0,0,1,1,37035,25000,32967,57967
2,37035,16807,0,0,1,1,37035,48000,117649,165649
2,37035,28561,0,0,1,1,37035,73926,28561,102487
2,37035,32097,0,0,1,1,37035,17150,32097,49247
2,37045,19375,0,0,1,1,37045,37746,19375,57121
2,37045,19683,0,0,1,1,37045,31250,19683,50933
2,37051,4489,0,0,1,1,37051,10368,31423,41791
2,37063,15625,0,0,1,1,37063,215306,15625,230931
2,37105,1,0,0,4,1,37105,130320,1,130321
2,37105,45,0,0,1,1,37105,229376,675,230051
2,37105,1215,0,0,1,1,37105,92672,10935,103607
2,37105,3439,0,0,1,1,37105,38750,3439,42189
2,37105,3875,0,0,1,1,37105,209952,19375,229327
2,37105,8869,0,0,1,1,37105,36518,8869,45387
2,37105,13851,0,0,1,1,37105,23168,96957,120125
2,37105,15309,0,0,1,1,37105,13448,45927,59375
2,37107,1,0,0,4,1,37107,117648,1,117649
2,37107,29241,0,0,1,1,37107,12082,29241,41323
2,37143,5589,0,0,1,1,37143,32768,83835,116603
2,37143,15625,0,0,1,1,37143,288,78125,78413
2,37149,3,0,0,2,1,37149,171584,9,171593
2,37185,19683,0,0,1,1,37185,125000,59049,184049
2,37213,1,0,0,4,1,37213,39600,1,39601
2,37219,7771,0,0,1,1,37219,524288,147649,671937
2,37233,8865,0,0,1,1,37233,134456,26595,161051
2,37233,9317,0,0,1,1,37233,86656,65219,151875
2,37245,1,0,0,2,1,37245,336140,1,336141
2,37245,7,0,0,1,1,37245,97920,49,97969
2,37245,2499,0,0,1,1,37245,21632,17493,39125
2,37245,3125,0,0,1,1,37245,57344,40625,97969
2,37245,5157,0,0,1,1,37245,39304,15471,54775
2,37245,15625,0,0,1,1,37245,180914,15625,196539
2,37245,28125,0,0,1,1,37245,22984,84375,107359
2,37303,81,0,0,1,1,37303,42632,243,42875
2,37315,3969,0,0,1,1,37315,8704,35721,44425
2,37323,1,0,0,2,1,37323,72500,1,72501
2,37323,1,0,0,8,1,37323,186624,1,186625
2,37345,3125,0,0,1,1,37345,130438,3125,133563
2,37345,4779,0,0,1,1,37345,30184,14337,44521
2,37345,8019,0,0,1,1,37345,49664,72171,121835
2,37345,24057,0,0,1,1,37345,18818,24057,42875
2,37345,33075,0,0,1,1,37345,11446,33075,44521
2,37345,33271,0,0,1,1,37345,11250,33271,44521
2,37350,50,0,0,4,1,37350,50176,125,50301
2,37350,100,0,0,8,1,37350,50176,125,50301
2,37365,125,0,0,1,1,37365,68526,125,68651
2,37365,243,0,0,1,1,37365,45496,729,46225
