U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
2,137025,10935,0,0,1,1,137025,398624,54675,453299
2,137025,24389,0,0,1,1,137025,1152,170723,171875
2,137065,18723,0,0,1,1,137065,134456,56169,190625
2,137083,5,0,0,1,1,137083,658464,25,658489
2,137083,841,0,0,8,1,137083,172800,841,173641
2,137083,15485,0,0,1,1,137083,629856,77425,707281
2,137083,24389,0,0,1,1,137083,1042568,73167,1115735
2,137085,5,0,0,1,1,137085,658464,25,658489
2,137128,2,0,0,2,1,137128,175616,9,175625
2,137128,4,0,0,4,1,137128,175616,9,175625
2,137128,8,0,0,8,1,137128,175616,9,175625
2,137137,81,0,0,1,1,137137,1288408,243,1288651
2,137137,131761,0,0,1,1,137137,74698,131761,206459
2,137163,28561,0,0,1,1,137163,204800,371293,576093
2,137233,3125,0,0,1,1,137233,2842784,15625,2858409
2,137293,40625,0,0,1,1,137293,164754,40625,205379
2,137373,49,0,0,1,1,137373,228906,49,228955
2,137373,21025,0,0,1,1,137373,3764768,105125,3869893
2,137473,1,0,0,2,1,137473,344604,1,344605
2,137473,68921,0,0,1,1,137473,129654,68921,198575
