U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
18,2096,16,16,0,16,16,131,342,1,343
18,2123,11,11,0,22,11,193,324,1,325
18,2128,16,16,0,16,16,133,342,1,343
18,2132,428,428,0,4,4,533,738,107,845
18,2145,15,15,0,30,15,143,324,1,325
18,2150,10,10,0,10,10,215,774,1,775
18,2185,19,19,0,38,19,115,324,1,325
18,2205,9,9,0,9,9,245,342,1,343
18,2205,9,9,0,18,9,245,324,1,325
18,2205,375,375,0,3,3,735,1206,125,1331
18,2227,17,17,0,17,17,131,342,1,343
18,2255,2255,2255,0,22,11,205,324,205,529
18,2261,17,17,0,17,17,133,342,1,343
18,2261,1183,1183,0,7,7,323,306,169,475
18,2264,2264,2264,0,8,8,283,342,283,625
18,2288,16,16,0,32,16,143,324,1,325
18,2300,20,20,0,40,20,115,324,1,325
18,2316,12,12,0,24,12,193,324,1,325
18,2325,93,651,0,3,3,775,1152,217,1369
18,2358,18,18,0,18,18,131,342,1,343
18,2365,11,11,0,11,11,215,774,1,775
18,2394,18,18,0,18,18,133,342,1,343
18,2409,2409,2409,0,6,3,803,324,803,1127
18,2412,500,500,0,4,4,603,1206,125,1331
18,2415,21,21,0,42,21,115,324,1,325
18,2431,17,17,0,34,17,143,324,1,325
18,2450,10,10,0,10,10,245,342,1,343
18,2450,10,10,0,20,10,245,324,1,325
18,2460,2460,2460,0,24,12,205,324,205,529
18,2465,1595,1595,0,5,5,493,306,319,625
18,2489,19,19,0,19,19,131,342,1,343
18,2509,13,13,0,26,13,193,324,1,325
18,2527,19,19,0,19,19,133,342,1,343
18,2530,22,22,0,44,22,115,324,1,325
18,2535,2535,1014,0,3,3,845,486,845,1331
18,2547,2547,2547,0,9,9,283,342,283,625
18,2574,18,18,0,36,18,143,324,1,325
18,2580,12,12,0,12,12,215,774,1,775
18,2584,1352,1352,0,8,8,323,306,169,475
18,2620,20,20,0,20,20,131,342,1,343
18,2645,23,23,0,46,23,115,324,1,325
18,2660,20,20,0,20,20,133,342,1,343
18,2665,535,535,0,5,5,533,738,107,845
18,2665,2665,2665,0,26,13,205,324,205,529
18,2695,11,11,0,11,11,245,342,1,343
18,2695,11,11,0,22,11,245,324,1,325
18,2702,14,14,0,28,14,193,324,1,325
18,2717,19,19,0,38,19,143,324,1,325
18,2751,21,21,0,21,21,131,342,1,343
18,2760,24,24,0,48,24,115,324,1,325
18,2793,21,21,0,21,21,133,342,1,343
18,2795,13,13,0,13,13,215,774,1,775
18,2830,2830,2830,0,10,10,283,342,283,625
18,2860,20,20,0,40,20,143,324,1,325
18,2870,2870,2870,0,28,14,205,324,205,529
18,2875,25,25,0,50,25,115,324,1,325
18,2882,22,22,0,22,22,131,342,1,343
18,2895,15,15,0,30,15,193,324,1,325
18,2907,1521,1521,0,9,9,323,306,169,475
18,2926,22,22,0,22,22,133,342,1,343
18,2940,12,12,0,12,12,245,342,1,343
18,2940,12,12,0,24,12,245,324,1,325
18,2940,500,500,0,4,4,735,1206,125,1331
18,2958,1914,1914,0,6,6,493,306,319,625
18,2990,26,26,0,52,26,115,324,1,325
18,3003,21,21,0,42,21,143,324,1,325
18,3003,363,363,0,3,3,1001,1062,121,1183
18,3003,1617,462,0,3,3,1001,4374,539,4913
18,3010,14,14,0,14,14,215,774,1,775
18,3013,23,23,0,23,23,131,342,1,343
18,3015,625,625,0,5,5,603,1206,125,1331
18,3059,23,23,0,23,23,133,342,1,343
18,3075,3075,3075,0,30,15,205,324,205,529
18,3088,16,16,0,32,16,193,324,1,325
18,3100,124,868,0,4,4,775,1152,217,1369
18,3105,27,27,0,54,27,115,324,1,325
18,3113,3113,3113,0,11,11,283,342,283,625
18,3144,24,24,0,24,24,131,342,1,343
18,3146,22,22,0,44,22,143,324,1,325
18,3185,13,13,0,13,13,245,342,1,343
18,3185,13,13,0,26,13,245,324,1,325
18,3192,24,24,0,24,24,133,342,1,343
18,3198,642,642,0,6,6,533,738,107,845
18,3212,3212,3212,0,8,4,803,324,803,1127
18,3220,28,28,0,56,28,115,324,1,325
18,3225,15,15,0,15,15,215,774,1,775
18,3230,1690,1690,0,10,10,323,306,169,475
18,3275,25,25,0,25,25,131,342,1,343
18,3280,3280,3280,0,32,16,205,324,205,529
18,3281,17,17,0,34,17,193,324,1,325
18,3289,23,23,0,46,23,143,324,1,325
18,3325,25,25,0,25,25,133,342,1,343
18,3335,29,29,0,58,29,115,324,1,325
18,3380,3380,1352,0,4,4,845,486,845,1331
18,3396,3396,3396,0,12,12,283,342,283,625
18,3406,26,26,0,26,26,131,342,1,343
18,3430,14,14,0,14,14,245,342,1,343
18,3430,14,14,0,28,14,245,324,1,325
18,3432,24,24,0,48,24,143,324,1,325
18,3440,16,16,0,16,16,215,774,1,775
18,3450,30,30,0,60,30,115,324,1,325
18,3451,2233,2233,0,7,7,493,306,319,625
18,3458,26,26,0,26,26,133,342,1,343
18,3474,18,18,0,36,18,193,324,1,325
18,3485,3485,3485,0,34,17,205,324,205,529
18,3537,27,27,0,27,27,131,342,1,343
18,3553,1859,1859,0,11,11,323,306,169,475
18,3565,31,31,0,62,31,115,324,1,325
18,3575,25,25,0,50,25,143,324,1,325
18,3591,27,27,0,27,27,133,342,1,343
18,3618,750,750,0,6,6,603,1206,125,1331
