U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
6,1113,105,525,0,21,21,53,96,25,121
6,1155,105,525,0,21,21,55,96,25,121
6,1160,8,8,0,8,8,145,174,1,175
6,1166,2,2,0,6,2,583,2808,1,2809
6,1166,110,550,0,22,22,53,96,25,121
6,1210,110,550,0,22,22,55,96,25,121
6,1210,242,605,0,22,11,110,288,55,343
6,1218,174,174,0,18,6,203,216,29,245
6,1219,115,575,0,23,23,53,96,25,121
6,1225,65,455,0,5,5,245,384,91,475
6,1232,88,220,0,8,4,308,288,55,343
6,1265,115,575,0,23,23,55,96,25,121
6,1265,1265,1265,0,10,5,253,36,253,289
6,1272,120,600,0,24,24,53,96,25,121
6,1274,14,98,0,2,2,637,4992,49,5041
6,1281,3,3,0,6,3,427,2196,1,2197
6,1305,9,9,0,9,9,145,174,1,175
6,1320,120,600,0,24,24,55,96,25,121
6,1320,264,660,0,24,12,110,288,55,343
6,1325,125,625,0,25,25,53,96,25,121
6,1375,125,625,0,25,25,55,96,25,121
6,1378,2,2,0,6,2,689,2808,1,2809
6,1378,130,650,0,26,26,53,96,25,121
6,1419,15,75,0,3,3,473,1824,25,1849
6,1421,203,203,0,21,7,203,216,29,245
6,1426,2,2,0,2,2,713,3750,1,3751
6,1430,130,650,0,26,26,55,96,25,121
6,1430,286,715,0,26,13,110,288,55,343
6,1431,135,675,0,27,27,53,96,25,121
6,1450,10,10,0,10,10,145,174,1,175
6,1470,78,546,0,6,6,245,384,91,475
6,1484,140,700,0,28,28,53,96,25,121
6,1485,135,675,0,27,27,55,96,25,121
6,1518,1518,1518,0,12,6,253,36,253,289
6,1537,145,725,0,29,29,53,96,25,121
6,1540,110,275,0,10,5,308,288,55,343
6,1540,140,700,0,28,28,55,96,25,121
6,1540,308,770,0,28,14,110,288,55,343
6,1582,2,2,0,4,2,791,2196,1,2197
6,1586,2,2,0,4,2,793,2196,1,2197
6,1586,2,2,0,6,2,793,2808,1,2809
6,1590,150,750,0,30,30,53,96,25,121
6,1595,11,11,0,11,11,145,174,1,175
6,1595,145,725,0,29,29,55,96,25,121
6,1606,250,1250,0,2,2,803,4704,625,5329
6,1624,232,232,0,24,8,203,216,29,245
6,1630,10,50,0,2,2,815,1824,25,1849
6,1643,155,775,0,31,31,53,96,25,121
6,1650,150,750,0,30,30,55,96,25,121
6,1650,330,825,0,30,15,110,288,55,343
6,1690,1690,338,0,2,2,845,486,845,1331
6,1696,160,800,0,32,32,53,96,25,121
6,1705,155,775,0,31,31,55,96,25,121
6,1708,4,4,0,8,4,427,2196,1,2197
6,1715,91,637,0,7,7,245,384,91,475
6,1740,12,12,0,12,12,145,174,1,175
6,1749,3,3,0,9,3,583,2808,1,2809
6,1749,165,825,0,33,33,53,96,25,121
6,1760,160,800,0,32,32,55,96,25,121
6,1760,352,880,0,32,16,110,288,55,343
6,1771,1771,1771,0,14,7,253,36,253,289
6,1802,170,850,0,34,34,53,96,25,121
6,1815,165,825,0,33,33,55,96,25,121
6,1827,261,261,0,27,9,203,216,29,245
6,1846,710,710,0,2,2,923,1014,355,1369
6,1848,132,330,0,12,6,308,288,55,343
6,1855,175,875,0,35,35,53,96,25,121
6,1870,170,850,0,34,34,55,96,25,121
6,1870,374,935,0,34,17,110,288,55,343
6,1885,13,13,0,13,13,145,174,1,175
6,1892,20,100,0,4,4,473,1824,25,1849
6,1908,180,900,0,36,36,53,96,25,121
6,1911,21,147,0,3,3,637,4992,49,5041
6,1925,175,875,0,35,35,55,96,25,121
6,1960,104,728,0,8,8,245,384,91,475
6,1961,185,925,0,37,37,53,96,25,121
6,1980,180,900,0,36,36,55,96,25,121
6,1980,396,990,0,36,18,110,288,55,343
6,2002,1078,154,0,2,2,1001,4374,539,4913
6,2014,190,950,0,38,38,53,96,25,121
6,2024,2024,2024,0,16,8,253,36,253,289
6,2030,14,14,0,14,14,145,174,1,175
6,2030,290,290,0,30,10,203,216,29,245
6,2035,185,925,0,37,37,55,96,25,121
6,2067,3,3,0,9,3,689,2808,1,2809
6,2067,195,975,0,39,39,53,96,25,121
6,2090,190,950,0,38,38,55,96,25,121
6,2090,418,1045,0,38,19,110,288,55,343
6,2120,200,1000,0,40,40,53,96,25,121
6,2135,5,5,0,10,5,427,2196,1,2197
6,2139,3,3,0,3,3,713,3750,1,3751
6,2145,195,975,0,39,39,55,96,25,121
6,2156,154,385,0,14,7,308,288,55,343
6,2173,205,1025,0,41,41,53,96,25,121
6,2175,15,15,0,15,15,145,174,1,175
6,2200,200,1000,0,40,40,55,96,25,121
6,2200,440,1100,0,40,20,110,288,55,343
6,2205,117,819,0,9,9,245,384,91,475
6,2226,210,1050,0,42,42,53,96,25,121
6,2233,319,319,0,33,11,203,216,29,245
6,2255,205,1025,0,41,41,55,96,25,121
6,2277,2277,2277,0,18,9,253,36,253,289
6,2279,215,1075,0,43,43,53,96,25,121
6,2310,210,1050,0,42,42,55,96,25,121
6,2310,462,1155,0,42,21,110,288,55,343
6,2320,16,16,0,16,16,145,174,1,175
6,2332,4,4,0,12,4,583,2808,1,2809
6,2332,220,1100,0,44,44,53,96,25,121
6,2365,25,125,0,5,5,473,1824,25,1849
6,2365,215,1075,0,43,43,55,96,25,121
6,2373,3,3,0,6,3,791,2196,1,2197
6,2379,3,3,0,6,3,793,2196,1,2197
6,2379,3,3,0,9,3,793,2808,1,2809
6,2385,225,1125,0,45,45,53,96,25,121
6,2409,375,1875,0,3,3,803,4704,625,5329
6,2420,220,1100,0,44,44,55,96,25,121
6,2420,484,1210,0,44,22,110,288,55,343
6,2436,348,348,0,36,12,203,216,29,245
6,2438,230,1150,0,46,46,53,96,25,121
6,2445,15,75,0,3,3,815,1824,25,1849
6,2450,130,910,0,10,10,245,384,91,475
6,2464,176,440,0,16,8,308,288,55,343
6,2465,17,17,0,17,17,145,174,1,175
6,2475,225,1125,0,45,45,55,96,25,121
6,2491,235,1175,0,47,47,53,96,25,121
6,2530,230,1150,0,46,46,55,96,25,121
6,2530,506,1265,0,46,23,110,288,55,343
6,2530,2530,2530,0,20,10,253,36,253,289
6,2535,2535,507,0,3,3,845,486,845,1331
6,2544,240,1200,0,48,48,53,96,25,121
6,2548,28,196,0,4,4,637,4992,49,5041
6,2562,6,6,0,12,6,427,2196,1,2197
6,2585,235,1175,0,47,47,55,96,25,121
6,2597,245,1225,0,49,49,53,96,25,121
6,2610,18,18,0,18,18,145,174,1,175
6,2639,377,377,0,39,13,203,216,29,245
6,2640,240,1200,0,48,48,55,96,25,121
6,2640,528,1320,0,48,24,110,288,55,343
6,2650,250,1250,0,50,50,53,96,25,121
6,2695,143,1001,0,11,11,245,384,91,475
6,2695,245,1225,0,49,49,55,96,25,121
6,2703,255,1275,0,51,51,53,96,25,121
6,2750,250,1250,0,50,50,55,96,25,121
6,2750,550,1375,0,50,25,110,288,55,343
6,2755,19,19,0,19,19,145,174,1,175
6,2756,4,4,0,12,4,689,2808,1,2809
6,2756,260,1300,0,52,52,53,96,25,121
6,2769,1065,1065,0,3,3,923,1014,355,1369
6,2772,198,495,0,18,9,308,288,55,343
6,2783,2783,2783,0,22,11,253,36,253,289
6,2805,255,1275,0,51,51,55,96,25,121
6,2809,265,1325,0,53,53,53,96,25,121
6,2838,30,150,0,6,6,473,1824,25,1849
